sentimen,Tweet
0,"Kamis 21 Sep laporan kualitas udara selama 12 jam (8pm - 8am)
Nonstop buruk: Tangerang Cimahi Kab.Bogor
PM25 membaik: Batu Bandung Cimahi
PM25 memburuk: Kep.Seribu Sidoarjo"
0,"Pendekatan secara persuasif kepada pengurus dan pemilik kebun di sekitar konsesi kami kepada anak sekolah
Menjelaskan tentang bahaya dan dampak dari karhutla
Ada yang menyambut meriah biasa saja bahkan sinis dengan kedatangan kami"
0,"Sekali lagi demi mewujudkan ""JAMBI BEBAS ASAP"" dengan rata-rata penghasilan regu kami hanya UMR
Dan kami pun tidak pernah ikut turun ke jalan sambil berteriak ""tangkap pelaku pembakaran""
""dedek lelah diasapi bang""
Atau apalah
karena lebih baik kami melakukan sosialisasi kpd masyarakat"
1,"Dikala hari raya pun kami rela tetap stand by tidak berkumpul dengan keluarga di rumah hanya demi mencegah adanya karhutla
Dan siap melakukan penanggulangan apabila terjadi kebakaran
Dan perusahaan kami juga tidak tanggung-tanggung dalam persiapan menghadapi musim kemarau"
1,"Bahkan kami diberi tanggung jawab untuk penanggulangan kebakaran hingga radius 5 Km dari batas konsesi perusahaan
Dari tahun 2016 hingga saat ini kami terus melakukan inovasi dalam upaya pencegahan kebakaran hutan dan lahan
Hanya untuk 3 kata
""JAMBI BEBAS ASAP"""
-1,4:17am jakarta rank 3 dunia 1 kota jakarta udaranya tercemar polusi udara asap dari pabrik/industri. Udara pagi hari ini pasti akan sangat buruk karena speed angin sangat lemah
-1,4:11 am polusi udara di jakarta utara sangat buruk saat ini. Ini data dan pembuktiannya
-1,Polusi udara yang tinggi tidak membawa kebaikan melainkan malapetaka bagi manusia.
-1,2:18 pm jakarta rank 2 dunia mengerikan polusi udara jakarta guys
0,"02/10/2023 Senin
12:36 am jakarta rank 3 dunia"
-1,11:21 pm jakarta rank 5 dunia polusi udara = bencana kemanusiaan bagi kita semua
-1,Polusi udara memburukkan keseluruhan kesehatan pd tubuh manusia polusi udara menyerang paru2 kulit secara langsung dan tidak langsung kelenjar tiroid dll di dalam tubuh
-1,10:29 pm jakarta rank 6 dunia. Semoga yang sedang mengalami polusi level ungu bisa segera mendapatkan bantuan pertolongan dari pemerintah setempat. Polusi = bencana kemanusiaan
-1,6:37 pm jakarta rank 5 dunia baru nih turun polusi jakarta ini pun belum baik kualitas udaranya bagi orang sakit (komorbid) semoga lebih baik lagi
-1,3:11 pm seperti inilah buruknya polusi udara Jakarta pd saat ini sangat jauh banget perbedaannya dengan 1 thn yang lalu padahal tahun lalu bukan di hari minggu
0,Seperti ini keadaan polusi udara Jakarta tgl 1/10/2022 Genap 1 tahun yang lalu zaman ini Gubernurnya pak Anies Baswedan lho yaa. Bukan Heru
-1,Ini data polusi udara Jakarta bulan 10 thn 2022. Sangat diharapkan kualitas udara bulan 10 itu dalam keadaan yang baik ya. jangan lebih buruk daripada tahun lalu
-1,"Tgl 30/09/2023 24 jam full merah
Tgl 01/10/2023 12 jam full polusi udara level merah. Hasil akhir apa yang ingin dicapai woiii pemerintah Ri? Semua rakyat mu harus pake tabung oksigen dulu br ente puas ya"
-1,1:41 pm jakarta rank 4 dunia. Mengapa pemerintah indonesia tidak mampu membedakan mana yang benar dan mana yang salah ya. Sebodoh itu kan mereka? Polusi seperti ini dibiarkan
-1,12:17 pm jakarta rank 2 dunia. 12 jam udara jakarta berpolusi tinggi. Mencederai kesehatan semua jenis usia dan gender ngeri
-1,"01/10/2023 Minggu
3:08 am jakarta rank 3 dunia. Bener2 buruk asap dari PLTU batubara"
0,"Mau sekolah kantor & tempat gym kamu jadi Clean Air Zone juga? ‍♀️
Langsung KLIK napas.co.id/cleanairzone?act…"
0,"Dengan kualitas udara seperti ini kantor AC Ventures mendapatkan napas AirScore “C”.
Kualitas udara indoor perlu ditingkatkan demi lingkungan kerja yang lebih sehat."
-1,"Pada konsentrasi PM25 di atas 12 µg/m3 kinerja pekerja kantor menurun dalam 4 dari 5 tes kognitif.
Permasalahan: Kualitas udara di kantor venture capital terpantau tidak sehat"
0,"Selasa 19 Sep laporan kualitas udara selama 12 jam (8pm - 8am)
Nonstop buruk: Kab. Tangerang Kab. Bogor Tangerang Selatan
PM25 membaik: Cimahi Batu
PM25 memburuk: Tangerang Selatan Jakarta Barat Tangerang"
1,"Sanur Bali jadi area dengan PM25 terendah.
Bebas jemur bayi Buka ventilasi
Olahraga outdoor
Sudah cek kualitas udara di lokasimu?"
-1,"Yogyakarta Sayidan kualitas udara berwarna ungu. Ada apa di sana?
2 kota lainnya Jabodetabek & Surabaya juga masuk kategori ""tidak sehat""."
-1,"SELAMAT!
Jakarta kembali jadi juara POLUSI UDARA sedunia pada pagi ini."
0,Dan ternyata TikTok menjadi penyumbang emisi CO2 terbesar di antara platform media sosial lainnya.
0,Siapa sangka aktivitas kita di media sosial juga berkontribusi terhadap EMISI KARBON DIOKSIDA atau CO2?
-1,"Dan terjadi lagi
Jakarta lagi-lagi tampil sebagai kota dengan POLUSI UDARA PALING TINGGI SEDUNIA! Menurut data IQAir pada hari ini Senin 22 Mei 2023 pukul 13.00 WIB Air Quality Index (AQI) di Jakarta mencapai 160 alias masuk kategori TIDAK SEHAT."
-1,Masih perlu bukti tentang jahatnya energi fosil? Nih! Bukti baru kalau energi fosil bikin POLUSI UDARA makin parah. Sampai bikin kerugian senilai 1.000 triliun rupiah ~
0,Warga Jabodetabek dan Bandung tebak-tebakan yuk. Pas bulan Ramadhan kemarin POLUSI UDARA menurun tidak ya?
0,Gila serem banget liatnya bestie Duh semoga nanti pas konser Coldplay di GBK polusi udara di Jakarta bisa lebih baik yaaa cnbcindonesia.com/news/20230…
1,"Makanya kalau tidak mau Bumi sampai kayak gitu yuk kita jaga bersama kualitas udara di planet ini.
Caranya gimana? Pantengin terus akun SU di Twitter maupun di Instagram."
-1,Duh tidak kebayang kalo di masa depan kondisi Bumi beneran kayak di serial ini. POLUSI UDARA sudah tidak terkendali dan satu-satunya cara untuk bertahan hidup adalah diem di rumah dengan pasokan oksigen yang sangat-sangat terbatas.
-1,Apalagi warga Jakarta Setiap hari ditemani asap kendaraan bermotor kegiatan rumah tangga industri sampai polutan PM25 dari PLTU batubara. Hadeh!
0,Kalau tidak ada tempat di bumi yang terhindar dari polusi udara… kita mau tinggal di mana
1,"Belitung jadi area dengan PM25 terendah alias kualitas udaranya ""baik"" Cek kualitas udara kota lainnya dan kualitas udara di lokasimu langsung via app napas!"
-1,Sedih banget kondisi kualitas udaranya pagi ini 'sangat tidak sehat' dan juga 'beracun'
0,"Jumat 15 Sep laporan kualitas udara selama 12 jam (8pm-8am)
Nonstop buruk: Kab.Tangerang Tangerang Selatan Kab. Bekasi
PM25 membaik: Batu Bandung Barat
PM25 memburuk: Kabupaten Malang Tangerang"
1,"Area dengan kualitas udara aman untuk:
Olahraga outdoor
Jemur bayi
Buka ventilasi
Kep Seribu & Belitung"
0,"Itu Bukan Kabut Pagi ini 3 kota dengan kualitas udara tidak sehat:
Jabodetabek
Surabaya
Malang
Sudah cek kualitas udara di lokasimu?"
1,"Pastikan kamu lakukan langkah SEHAT berikut ya!
Stay safe warga ingat pantau selalu kualitas udara di aplikasi napas ya"
0,Berdasarkan riset napas dengan @HalodocID ada peningkatan 55% konsultasi masalah kulit di Jabodetabek dari Juni - Agustus 2023
-1,"3:13am jakarta rank 9
Polusi udara kemayoran kembali meningkat sedih deh admin"
1,1:32 am jakarta rank 9 dunia. Bai asap pabrik sudah menghilang nilai PM25 pun turun ke 29 terima kasih Tuhan
-1,"27/09/2023 Rabu
12:36 am jakarta rank 11 dunia. Udara mulai tercemar oleh asap dari pabrik/industri sedih deh"
1,11:55 pm jakarta rank 16 dunia. 24 jam polusi udara pd hari ini dinilai dalam keadaan yang baik terima kasih Tuhan
1,Jakarta harus bisa seperti ini udara wajar baik dan sehat setiap hari 24 jam
0,4:23 pm jakarta rank 16 dunia nah ini baru good jakarta bisakan kuning. Gimana mobil uda dikirim ke mars tidak nyetut??
-1,New Hacks Unlocked: Cek Kualitas Udara Lewat Google Maps! Tapi kita belum bisa nih cek kualitas udara di Indonesia dengan cara ini Sayang banget ya padahal fitur ini bisa memudahkan kita untuk memantau kualitas udara di negara ini. Apalagi Indonesia baru saja kembali dinobatkan sebagai negara PALING BERPOLUSI se-Asia Tenggara. Semoga fitur ini bisa segera digunakan di Indonesia ya!
0,"Berikut daftar negara di Asia Tenggara yang berada di bawah INDONESIA untuk urusan POLUSI UDARA:
Laos (peringkat ke-29 secara global dengan konsentrasi PM25 harian sebesar 276 µgram/m3)
Vietnam (30/272 µgram/m3)
Myanmar (35/243 µgram/m3)
Thailand (57/181 µgram/m3)"
-1,Udara Jabodetabek belum baik untuk kelompok sensitif?!
-1,"Selamat Hari Perempuan Internasional untuk para perempuan hebat ‍
Tapi kalian tau tidak sih POLUSI UDARA adalah ancaman buat para perempuan terutama untuk kesehatan.
Bukan cuma buat kesehatan kulit tapi juga bahaya kesehatan lainnya termasuk komplikasi kehamilan!
Apakah kamu perempuan yang juga mengalami dampak POLUSI UDARA? Share pengalaman kamu di kolom kumenanti ya"
1,Tapi apa iya insentif kendaraan listrik yang diberikan pemerintah bisa menekan polusi udara di Indonesia? Atau jangan-jangan cuma solusi semu bin palsu?
1,"POLUSI UDARA menjadi ancaman serius bagi kesehatan dan masa depan anak bangsa. Senyum mereka akan terenggut begitu juga dengan cita-cita mereka.
Semoga UDARA di Indonesia dapat segera membaik dan bebas dari POLUSI.
Mari SEBARKAN HARAPAN lawan POLUSI UDARA!"
-1,"Masih ingat tidak? Tahun lalu Jakarta sempat menyandang predikat ""Kota Paling Berpolusi di Seluruh Dunia"" gara-gara kadar PM25-nya yang tinggi banget Tapiiii tau tidak? Selain Jakarta POLUSI UDARA juga jadi masalah serius bagi 5 kota dunia lainnya loh!"
1,Awal tahun 2023 apakah kualitas udara di kota-kota ini cukup membaik? Udara Depok dan Tangerang Selatan cenderung kurang baik untuk kelompok sensitif.
0,Di-PHPin cuaca kalo minSU di-PHPin kualitas udara
-1,Aduh mau sampai kapan kita terpapar polusi udara dan dihantui bahaya kanker?
-1,Jenis polutan yang paling berpengaruh terhadap kanker paru adalah PM25. POLUSI UDARA jenis ini dianggap sebagai partikel yang bersifat iritasi dan sebagian bersifat karsinogen
1,UDARA yang bersih akan membuat manusia sehat dan merasa nyaman️. Nah ini beberapa cara yang bisa kamu lakukan untuk menjaga pelestarian udara. Kamu udah ngelakuin yang mana saja nih?
-1,Meski warga udah MENANG di pengadilan sejak 16 September 2021 ditambah BANDING para tergugat DITOLAK pada 17 Oktober 2022 eh keinginan buat dapat udara yang sehat masih saja dihalang-halangi Hmmm Kapan ya pemerintah mau berpihak kepada warga soal hak udara bersih?
-1,Kebayang tidak tuh dampaknya pada hewan-hewan yang tinggal di area tsb? Rakyatnya sih udah berusaha menegakkan Hak atas Udara Bersih melalui Gugatan Warga Negara. Tapi setelah menang gugatan dan banding Presiden dan Menteri LHK malah masih membantah dengan mengajukan kasasi
1,Environment wajib dilindungi disayangi dijaga dan dilestarikan. karena kita manusia hidupnya dari alam Bukan sebaliknya menjaga lingkungan wajib hukumnya demi kelangsungan kehidupan Manusia itu sendiri. Jaga alam jaga kualitas udara tidak bisa ditawar. Semoga paham ya joko di X
1,napas mengubah Mighty Minds Preschool menjadi Clean Air Zone. Ekosistem otomatis berbasis data untuk pemantauan penyaringan dan sertifikasi membantu memperbaiki kualitas udara di dalam ruang-ruang kelas.
1,Jika polusi udara rendah orang2 bisa pede untuk melakukan olahraga renang khususnya pasien yang mengalami syaraf kejepit tulang belakang udara yang rendah polusi itu banyak dan sangat bermanfaat
1,1:46 pm jakarta rank 6 12-01 pm data. Terima kasih Tuhan karena polusi udara kemayoran dalam keadaan baik saat ini
0,Wah teknologi ini sudah di pake ama china luar biasa loh china ya
0,"Begini kondisi kualitas udara DKI Jakarta sebelum dan sesudah KTT Asean.
Cek datanya di bawah"
-1,"Kualitas udara di Serpong bulan Juli sama dengan menghirup 112 batang rokok perharinya. Bulan Agustus 117 yang artinya nambah 5 batang rokok.
Padahal udara itu dihirup semua orang kan?! Kebayang tidak udara kotor yang dihirup bayi / lansia?"
0,"Jumat 8 Sep laporan kualitas udara selama 12 jam (8pm - 8am)
Nonstop buruk: Kab.Bekasi Bandung Raya Tangerang
PM25 membaik: Bogor Bali Kep.Seribu
PM25 memburuk: Sidoarjo Gresik Kab.Malang"
1,Konsep perang udara modern sepenuhnya tergantung pada kemahiran manajemen perang udara yang membutuhkan latihan seperti yang dilaksanakan dalam covide West 2023 di Pekanbaru.
-1,Debu yang menumpuk di lantai rumah anda jika tidak dibersihkan ketika anda jalan. Debu ini akan terbang dan naik ke udara lagi karena bobot nya yang ringan. jadi waspadalah ya. Debu inilah pemicu terjadinya radang tenggorokan demam batuk dan pilek. belum lagi termasuk gangguan dari Gas
1,Lakukan 2 ritual ini pd waktu malam hari sebelum warga jakarta pada tidur ya perhatikan debu halus yang beterbangan di udara jika banyak segera benahi. Penyebabnya adalah karena terlalu tinggi PM25 di udara outdoor dan juga terjadi penumpukan debu yang sudah turun ke lantai rumah anda
0,Data pukul 1 am tambahan buat edukasi bagi kita semuanya
0,Well feel free untuk sharing cerita polusi udara kalian yaa!
1,Kalau kita peduli dengan sesama maupun kesehatan diri sendiri kita perlu banget sih untuk aware sama polusi udara ini. We need to protect ourselves from this toxicity!
-1,Attention Ladies! tidak cuma menyasar ke anak-anak dan orang lanjut usia polusi udara ternyata juga berpotensi mengganggu kesehatan kita sebagai perempuan ‍
-1,"WIH ADA JAKARTA TERNYATA!
polusiudarsajakarta"
-1,Jika 70% warga dki jakarta berteriak bersama2 menuntut ke pemerintah agar polusi udara di rendahkan. Keadaan yang baik ini tidak butuh waktu lama untuk terjadi
-1,2:25 pm jakarta rank 2 dunia loncat 20 nomor ke atas kacau yaa republik indonesia NKRI tidak bercanda polusi udara jakarta loh ya bener2 buruk
-1,Laporan polusi udara pukul 1pm pasti akan buruk. karena asap polusi sudah masuk ke dalam kota dki jakarta saat ini Ini adalah asap yang bersumber dari pabrik/industri dan pembakaran sampah karena debu PM10 nya banyak banget nih kacau ‍♂️
0,12:15 pm polusi udara dari bekasi sudah masuk ke dalam kota jakarta terbawa kuatnya angin dari timur ke arah barat kacau
-1,11:42 pm kenyataan polusi udara saat ini di arah bekasi dan kemayoran lewat foto kita sudah bisa merasakan bahayanya polusi udara bukan
-1,4:20 am jakarta tank 2 dunia polusi udara pagi hari ini sudah dipastikan sangat buruk 4 jam full level merah kacau
-1,Gimana paru2 mau sehat kulit mau sehat jika setiap subuh warga jakarta di racun lewat udara yang berpolusi tinggi seperti yang terjadi saat ini
-1,Jika kulit anda sakit perbaiki paru2 dulu luar biasa paru2 manusia bisa berhubungan kemana2 ya ini video nya
-1,3:00 am view langit jakarta. Kawasan bekasi dan sekitar nya bener2 pembawa bencana bagi kota jakarta ‍
-1,2:53am jakarta rank 3 dunia. Polusi udara jakarta mengerikan. Ini bener2 bencana bagi penduduk jakarta
-1,1:35 am jakarta rank 3 dunia. kemarin uda 24 jam polusi udaranya buruk. Apakah akan pengulangan di hari ini lagi ya jakarta? Rusak loh paru2 jika seperti ini
-1,1:29 am polusi udara jakarta kembali meningkat dan penyebabnya adalah asap dari industri/pabrik bahkan PLTU juga terlibat. Sumber polusi dari bekasi ‍
1,"22/09/2023 Jumat
12:37 am jakarta rank 2 dunia semoga segera mereda polusi udara yang terjadi saat ini"
-1,Polusi jakarta vs new delhi vs kuala lumpur Polusi jakarta yang terburuk dengan penduduk yang tidak seberapa. Pemerintah RI tidak berkualitas. Kasta pemerintah RI yang saat ini bertugas sangat rendah
-1,Mungkin belum terima gaji untuk perbaikan kualitas udara di Jakarta x ya. Makanya jago nya dia belum dikeluarkan kalau orang jago pasti hasil akhir kerjanya tidak kaleng2 donk. Ini kok malah zonk yaa?? Payah juga si tua ini
-1,sudah 30 hari luhut ditugaskan untuk membaikkan polusi udara. kok blum ada perbedaan yang nyata ya? masih sama saja nih keburukan polusi Jakarta. Data ini sebagai pembuktiannya
-1,11.42pm jakarta rank 2 dunia. Polusi udara Jakarta 24 jam hari ini buruk ☠ polusi = bajingan tolol
-1,10:32 pm jakarta rank 3 dunia parah polusi udara jakarta
-1,Faktanya: ada kenaikan kasus asma di Jabodetabek saat kualitas udara PM25 tinggi atau memburuk
0,Join webinar napasBukaData laporan kualitas udara bulan Agustus klik link
-1,Kelembaban udara untuk keadaan siang hari - sore sih tinggi loh ya waspada pilek karena kadar air di udara lagi tinggi udara yang lembab tempat bakteri dan kuman berkembang dengan subur. Dan juga bau2an yang tidak sedap
1,sekarang pemerintah juga harus ditertibkan asapnya PLTU nih wajib di cek habis habisan karena polusi udara hari ini sudah 15 jam merah terus parah2
1,karena pabrik cikarang saat ini bersungguh2 ingin menurunkan nilai polusi udara dari pabriknya. Agar jangan menyalahkan asap kendaraan terus menerus. Kasihan sopir dan pegawai2 yang mau kerja kena razia mulu warga sekarang yang sorot ke pemerintah. Warga sudah tertib asap.
-1,Baru dpt WhatsApp dari teman2 di cikarang info terbarunya cerobong asap yang sering banget mengeluarkan asap hitam. Saat ini uda mulai mereda. Termasuk gunung garuda pabrik besi yang dulunya sangat buruk sekarang uda mulai kontrol diri sendiri. Warga cikarang berharap sekarang asap PLTU yang sorot
